company_id,year,horizon_years,revenue_cagr_value,revenue_cagr_flag,pat_cagr_value,pat_cagr_flag,eps_cagr_value,eps_cagr_flag
PFC,Mar 2017,3,8.81,NORMAL,-25.75,DECLINE,-25.6,DECLINE
PNB,Mar 2016,3,5.66,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
PNB,Mar 2017,3,2.25,NORMAL,-30.39,DECLINE,-33.06,DECLINE
PNB,Mar 2018,3,0.01,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
PNB,Mar 2018,5,2.5,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
PNB,Mar 2019,3,0.87,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
PNB,Mar 2019,5,3.01,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
PNB,Mar 2020,3,4.55,NORMAL,-26.85,DECLINE,-44.97,DECLINE
PNB,Mar 2020,5,2.43,NORMAL,-32.75,DECLINE,-43.9,DECLINE
PNB,Mar 2021,3,18.92,NORMAL,,TURNAROUND,,TURNAROUND
PNB,Mar 2021,5,10.03,NORMAL,,TURNAROUND,,TURNAROUND
PNB,Mar 2022,3,13.5,NORMAL,,TURNAROUND,,TURNAROUND
PNB,Mar 2022,5,9.67,NORMAL,25.83,NORMAL,-7.79,DECLINE
PNB,Mar 2023,5,12.25,NORMAL,,TURNAROUND,,TURNAROUND
PNB,Mar 2023,10,7.26,NORMAL,-3.94,DECLINE,-20.02,DECLINE
PNB,Mar 2024,5,15.9,NORMAL,,TURNAROUND,,TURNAROUND
PNB,Mar 2024,10,9.27,NORMAL,9.56,NORMAL,-8.76,DECLINE
RECLTD,Mar 2018,3,3.32,NORMAL,-5.91,DECLINE,-5.27,DECLINE
RECLTD,Mar 2019,3,1.74,NORMAL,0.29,NORMAL,,INSUFFICIENT_DATA
RECLTD,Mar 2020,3,7.15,NORMAL,-7.65,DECLINE,-7.49,DECLINE
RECLTD,Mar 2020,5,7.82,NORMAL,-1.43,DECLINE,-1.02,DECLINE
RELIANCE,Mar 2016,3,-11.7,DECLINE,12.65,NORMAL,13.62,NORMAL
RELIANCE,Mar 2017,3,-11.16,DECLINE,9.78,NORMAL,11.2,NORMAL
RELIANCE,Mar 2018,5,-0.26,DECLINE,11.55,NORMAL,12.47,NORMAL
SBIN,Mar 2016,3,9.52,NORMAL,-11.14,DECLINE,-14.94,DECLINE
SBIN,Mar 2017,3,6.82,NORMAL,,DECLINE_TO_LOSS,,ZERO_BASE
SBIN,Mar 2018,3,3.26,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
SBIN,Mar 2018,5,6.39,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
SBIN,Mar 2019,3,4.71,NORMAL,-36.39,DECLINE,-42.76,DECLINE
SBIN,Mar 2019,5,6.03,NORMAL,-25.71,DECLINE,-30.87,DECLINE
SBIN,Mar 2020,3,5.4,NORMAL,,TURNAROUND,,ZERO_BASE
SBIN,Mar 2020,5,5.35,NORMAL,3.46,NORMAL,-0.89,DECLINE
SBIN,Mar 2021,3,6.7,NORMAL,,TURNAROUND,,TURNAROUND
SBIN,Mar 2022,5,4.7,NORMAL,,TURNAROUND,,ZERO_BASE
SBIN,Mar 2023,5,8.91,NORMAL,,TURNAROUND,,TURNAROUND
SHREECEM,Mar 2019,3,31.56,NORMAL,-3.88,DECLINE,-4.13,DECLINE
SHREECEM,Mar 2022,5,11.8,NORMAL,-1.07,DECLINE,-1.73,DECLINE
SHREECEM,Mar 2024,3,14.81,NORMAL,-9.49,DECLINE,-9.43,DECLINE
SHRIRAMFIN,Mar 2016,3,13.91,NORMAL,-6.81,DECLINE,-9.14,DECLINE
SHRIRAMFIN,Mar 2017,3,8.76,NORMAL,-2.31,DECLINE,-3.13,DECLINE
SHRIRAMFIN,Mar 2021,3,8.87,NORMAL,-0.66,DECLINE,-3.45,DECLINE
SHRIRAMFIN,Mar 2022,3,7.42,NORMAL,1.84,NORMAL,,INSUFFICIENT_DATA
SIEMENS,Sep 2014,3,-3.7,DECLINE,-11.43,DECLINE,,INSUFFICIENT_DATA
SIEMENS,Sep 2016,5,-1.94,DECLINE,27.41,NORMAL,,INSUFFICIENT_DATA
SIEMENS,Sep 2018,3,6.6,NORMAL,-8.44,DECLINE,-8.84,DECLINE
SIEMENS,Sep 2019,3,6.48,NORMAL,-27.75,DECLINE,-27.69,DECLINE
SIEMENS,Sep 2020,3,-3.49,DECLINE,-12.22,DECLINE,-11.74,DECLINE
SIEMENS,Sep 2020,5,-1.2,DECLINE,-8.11,DECLINE,-7.79,DECLINE
SIEMENS,Sep 2021,5,4.02,NORMAL,-17.87,DECLINE,-17.68,DECLINE
SIEMENS,Sep 2021,10,0.99,NORMAL,2.29,NORMAL,,INSUFFICIENT_DATA
SUNPHARMA,Mar 2018,3,-1.11,DECLINE,-22.57,DECLINE,-25.77,DECLINE
SUNPHARMA,Mar 2018,5,18.93,NORMAL,-6.03,DECLINE,-8.46,DECLINE
SUNPHARMA,Mar 2019,3,0.67,NORMAL,-17.23,DECLINE,-16.65,DECLINE
SUNPHARMA,Mar 2019,5,12.57,NORMAL,-3.73,DECLINE,-6.01,DECLINE
SUNPHARMA,Mar 2020,3,1.31,NORMAL,-18.99,DECLINE,-17.98,DECLINE
SUNPHARMA,Mar 2020,5,3.69,NORMAL,-5.29,DECLINE,-6.17,DECLINE
SUNPHARMA,Mar 2021,3,8.14,NORMAL,-3.67,DECLINE,10.06,NORMAL
SUNPHARMA,Mar 2021,5,3.29,NORMAL,-16.68,DECLINE,-8.78,DECLINE
SUNPHARMA,Mar 2022,5,4.13,NORMAL,-15.46,DECLINE,-13.55,DECLINE
TATACONSUM,Mar 2016,3,-3.35,DECLINE,,DECLINE_TO_LOSS,,ZERO_BASE
TATACONSUM,Mar 2017,3,-4.31,DECLINE,-3.73,DECLINE,-5.01,DECLINE
TATACONSUM,Mar 2018,3,-5.18,DECLINE,26.76,NORMAL,25.99,NORMAL
TATACONSUM,Mar 2018,5,-1.5,DECLINE,4.55,NORMAL,5.92,NORMAL
TATACONSUM,Mar 2019,3,3.0,NORMAL,,TURNAROUND,,ZERO_BASE
TATACONSUM,Mar 2019,5,-1.29,DECLINE,-2.17,DECLINE,-3.04,DECLINE
TATACONSUM,Mar 2020,3,12.44,NORMAL,0.36,NORMAL,-5.9,DECLINE
TATACONSUM,Mar 2021,5,11.82,NORMAL,,TURNAROUND,,ZERO_BASE
TATAMOTORS,Mar 2017,3,5.02,NORMAL,-18.67,DECLINE,-18.48,DECLINE
TATAMOTORS,Mar 2018,3,3.47,NORMAL,-13.55,DECLINE,-13.56,DECLINE
TATAMOTORS,Mar 2018,5,9.08,NORMAL,-1.84,DECLINE,-2.4,DECLINE
TATAMOTORS,Mar 2019,3,3.41,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2019,5,5.34,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2020,3,-1.08,DECLINE,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2020,5,-0.16,DECLINE,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2021,3,-5.02,DECLINE,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2021,5,-1.76,DECLINE,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2022,3,-2.66,DECLINE,,BOTH_NEGATIVE,,BOTH_NEGATIVE
TATAMOTORS,Mar 2022,5,0.64,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATAMOTORS,Mar 2023,3,9.84,NORMAL,,TURNAROUND,,TURNAROUND
TATAMOTORS,Mar 2023,5,3.48,NORMAL,-21.62,DECLINE,-25.74,DECLINE
TATAMOTORS,Mar 2023,10,6.24,NORMAL,-12.28,DECLINE,-14.87,DECLINE
TATAMOTORS,Mar 2024,3,20.58,NORMAL,,TURNAROUND,,TURNAROUND
TATAMOTORS,Mar 2024,5,7.72,NORMAL,,TURNAROUND,,TURNAROUND
TATAPOWER,Mar 2016,3,-3.85,DECLINE,85.57,NORMAL,,ZERO_BASE
TATAPOWER,Mar 2017,3,-8.26,DECLINE,350.89,NORMAL,,TURNAROUND
TATAPOWER,Mar 2018,3,-7.21,DECLINE,78.77,NORMAL,108.01,NORMAL
TATAPOWER,Mar 2018,5,-4.15,DECLINE,84.24,NORMAL,,ZERO_BASE
TATAPOWER,Mar 2019,5,-3.51,DECLINE,193.33,NORMAL,,TURNAROUND
TATAPOWER,Mar 2020,5,-2.81,DECLINE,23.56,NORMAL,31.95,NORMAL
TATAPOWER,Mar 2021,3,6.81,NORMAL,-18.01,DECLINE,-23.69,DECLINE
TATAPOWER,Mar 2022,3,12.74,NORMAL,-6.12,DECLINE,-17.79,DECLINE
TATAPOWER,Mar 2023,10,5.21,NORMAL,40.96,NORMAL,,ZERO_BASE
TATAPOWER,Mar 2024,10,5.57,NORMAL,79.98,NORMAL,,TURNAROUND
TATASTEEL,Mar 2016,3,-8.87,DECLINE,,BOTH_NEGATIVE,,TURNAROUND
TATASTEEL,Mar 2017,3,-8.92,DECLINE,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATASTEEL,Mar 2018,3,-4.05,DECLINE,,TURNAROUND,,TURNAROUND
TATASTEEL,Mar 2018,5,-1.76,DECLINE,,TURNAROUND,,TURNAROUND
TATASTEEL,Mar 2019,3,15.64,NORMAL,,TURNAROUND,,ZERO_BASE
TATASTEEL,Mar 2020,3,7.58,NORMAL,,TURNAROUND,,TURNAROUND
TATASTEEL,Mar 2020,5,0.04,NORMAL,,TURNAROUND,,TURNAROUND
TATASTEEL,Mar 2021,3,8.24,NORMAL,-22.72,DECLINE,-20.63,DECLINE
TATASTEEL,Mar 2021,5,8.92,NORMAL,,TURNAROUND,,ZERO_BASE
TATASTEEL,Mar 2022,5,16.79,NORMAL,,TURNAROUND,,TURNAROUND
TATASTEEL,Mar 2023,5,14.58,NORMAL,-14.57,DECLINE,-10.22,DECLINE
TATASTEEL,Mar 2023,10,6.09,NORMAL,,TURNAROUND,,TURNAROUND
TATASTEEL,Mar 2024,3,13.61,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATASTEEL,Mar 2024,5,7.77,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TATASTEEL,Mar 2024,10,4.43,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TECHM,Mar 2017,3,15.73,NORMAL,-2.35,DECLINE,-3.23,DECLINE
TECHM,Mar 2024,3,11.16,NORMAL,-18.04,DECLINE,-19.5,DECLINE
TECHM,Mar 2024,5,8.4,NORMAL,-10.99,DECLINE,-11.42,DECLINE
TECHM,Mar 2024,10,10.71,NORMAL,-2.42,DECLINE,-2.84,DECLINE
TITAN,Mar 2016,3,3.66,NORMAL,-2.35,DECLINE,,INSUFFICIENT_DATA
TITAN,Mar 2017,3,6.67,NORMAL,-1.75,DECLINE,,INSUFFICIENT_DATA
TITAN,Mar 2021,3,10.32,NORMAL,-4.03,DECLINE,-5.42,DECLINE
TORNTPHARM,Mar 2018,3,8.67,NORMAL,-3.35,DECLINE,-3.13,DECLINE
TORNTPHARM,Mar 2019,3,4.69,NORMAL,-36.87,DECLINE,-36.59,DECLINE
TORNTPHARM,Mar 2019,5,12.96,NORMAL,-8.07,DECLINE,-8.25,DECLINE
TORNTPHARM,Mar 2021,5,3.66,NORMAL,-6.3,DECLINE,-6.22,DECLINE
TORNTPHARM,Mar 2022,5,7.9,NORMAL,-3.61,DECLINE,-3.86,DECLINE
TRENT,Mar 2016,3,-7.53,DECLINE,,TURNAROUND,,TURNAROUND
TRENT,Mar 2017,3,-8.08,DECLINE,,TURNAROUND,,TURNAROUND
TRENT,Mar 2018,3,-1.89,DECLINE,-12.3,DECLINE,-9.14,DECLINE
TRENT,Mar 2018,5,0.23,NORMAL,,TURNAROUND,,TURNAROUND
TRENT,Mar 2019,5,2.43,NORMAL,,TURNAROUND,,TURNAROUND
TRENT,Mar 2020,3,24.37,NORMAL,7.64,NORMAL,,INSUFFICIENT_DATA
TRENT,Mar 2020,5,8.82,NORMAL,-3.85,DECLINE,-5.59,DECLINE
TRENT,Mar 2021,3,6.33,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TRENT,Mar 2021,5,8.99,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
TRENT,Mar 2022,3,19.59,NORMAL,-28.31,DECLINE,,INSUFFICIENT_DATA
TRENT,Mar 2022,5,19.94,NORMAL,-16.26,DECLINE,,INSUFFICIENT_DATA
TRENT,Mar 2023,10,14.48,NORMAL,,TURNAROUND,,TURNAROUND
TRENT,Mar 2024,3,68.36,NORMAL,,TURNAROUND,,TURNAROUND
TRENT,Mar 2024,10,18.16,NORMAL,,TURNAROUND,,TURNAROUND
TVSMOTOR,Mar 2021,3,5.93,NORMAL,-2.94,DECLINE,-2.44,DECLINE
ULTRACEMCO,Mar 2016,3,7.03,NORMAL,-2.65,DECLINE,-2.8,DECLINE
ULTRACEMCO,Mar 2018,5,8.59,NORMAL,-3.72,DECLINE,-3.74,DECLINE
ULTRACEMCO,Mar 2019,3,18.13,NORMAL,-1.09,DECLINE,-0.75,DECLINE
ULTRACEMCO,Mar 2023,3,14.23,NORMAL,-4.1,DECLINE,-4.19,DECLINE
UNIONBANK,Mar 2016,3,8.69,NORMAL,-14.38,DECLINE,-17.79,DECLINE
UNIONBANK,Mar 2017,3,3.74,NORMAL,-30.23,DECLINE,-33.33,DECLINE
UNIONBANK,Mar 2018,3,0.81,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
UNIONBANK,Mar 2018,5,5.54,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
UNIONBANK,Mar 2019,3,2.02,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
UNIONBANK,Mar 2019,5,3.14,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
UNIONBANK,Mar 2020,3,4.53,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
UNIONBANK,Mar 2020,5,3.11,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
UNIONBANK,Mar 2021,3,28.13,NORMAL,,TURNAROUND,,TURNAROUND
UNIONBANK,Mar 2021,5,16.49,NORMAL,16.28,NORMAL,-27.52,DECLINE
UNIONBANK,Mar 2022,3,25.75,NORMAL,,TURNAROUND,,TURNAROUND
UNIONBANK,Mar 2022,5,15.76,NORMAL,55.83,NORMAL,,INSUFFICIENT_DATA
UNIONBANK,Mar 2023,3,29.38,NORMAL,,TURNAROUND,,TURNAROUND
UNIONBANK,Mar 2023,5,19.76,NORMAL,,TURNAROUND,,TURNAROUND
UNIONBANK,Mar 2023,10,12.42,NORMAL,14.77,NORMAL,-10.4,DECLINE
UNIONBANK,Mar 2024,5,23.95,NORMAL,,TURNAROUND,,TURNAROUND
UNIONBANK,Mar 2024,10,13.07,NORMAL,23.39,NORMAL,-3.97,DECLINE
UNITDSPR,Mar 2016,3,-6.46,DECLINE,,TURNAROUND,,TURNAROUND
UNITDSPR,Mar 2017,3,-5.68,DECLINE,,TURNAROUND,,TURNAROUND
UNITDSPR,Mar 2018,3,-2.45,DECLINE,,TURNAROUND,,TURNAROUND
UNITDSPR,Mar 2018,5,-3.71,DECLINE,,TURNAROUND,,TURNAROUND
UNITDSPR,Mar 2019,5,-2.33,DECLINE,,TURNAROUND,,TURNAROUND
UNITDSPR,Mar 2020,5,0.15,NORMAL,,TURNAROUND,,TURNAROUND
UNITDSPR,Mar 2021,3,-1.82,DECLINE,-17.81,DECLINE,-17.79,DECLINE
UNITDSPR,Mar 2021,5,-0.87,DECLINE,20.41,NORMAL,20.11,NORMAL
UNITDSPR,Mar 2023,10,0.22,NORMAL,,TURNAROUND,,TURNAROUND
UNITDSPR,Mar 2024,10,0.75,NORMAL,,TURNAROUND,,TURNAROUND
VBL,Dec 2015,3,23.54,NORMAL,65.34,NORMAL,-20.63,DECLINE
VBL,Dec 2016,3,22.22,NORMAL,,TURNAROUND,,ZERO_BASE
VBL,Dec 2017,3,16.97,NORMAL,,TURNAROUND,,ZERO_BASE
VBL,Dec 2017,5,17.34,NORMAL,53.64,NORMAL,-12.94,DECLINE
VBL,Dec 2018,3,14.58,NORMAL,38.47,NORMAL,,INSUFFICIENT_DATA
VBL,Dec 2018,5,19.27,NORMAL,,TURNAROUND,,ZERO_BASE
VBL,Dec 2019,3,22.69,NORMAL,114.24,NORMAL,,ZERO_BASE
VBL,Dec 2019,5,23.3,NORMAL,,TURNAROUND,,ZERO_BASE
VBL,Dec 2020,3,17.23,NORMAL,18.6,NORMAL,,INSUFFICIENT_DATA
VBL,Dec 2020,5,13.7,NORMAL,25.87,NORMAL,,INSUFFICIENT_DATA
VBL,Dec 2021,5,17.97,NORMAL,73.1,NORMAL,,ZERO_BASE
VBL,Dec 2023,10,22.46,NORMAL,,TURNAROUND,,ZERO_BASE
VEDL,Mar 2016,3,185.93,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
VEDL,Mar 2017,3,2.97,NORMAL,-0.31,DECLINE,3.08,NORMAL
VEDL,Mar 2018,3,7.62,NORMAL,,TURNAROUND,,TURNAROUND
VEDL,Mar 2019,3,12.72,NORMAL,,TURNAROUND,,TURNAROUND
VEDL,Mar 2019,5,6.83,NORMAL,-3.22,DECLINE,-1.98,DECLINE
VEDL,Mar 2020,3,5.35,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
VEDL,Mar 2020,5,2.76,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
VEDL,Mar 2021,3,-1.42,DECLINE,3.16,NORMAL,3.45,NORMAL
VEDL,Mar 2021,5,6.49,NORMAL,,TURNAROUND,,TURNAROUND
VEDL,Mar 2023,3,20.38,NORMAL,,TURNAROUND,,TURNAROUND
VEDL,Mar 2023,5,9.9,NORMAL,1.16,NORMAL,,INSUFFICIENT_DATA
VEDL,Mar 2024,3,17.76,NORMAL,-20.55,DECLINE,-29.2,DECLINE
VEDL,Mar 2024,5,9.32,NORMAL,-4.91,DECLINE,-10.35,DECLINE
VEDL,Mar 2024,10,8.07,NORMAL,-4.07,DECLINE,-6.26,DECLINE
WIPRO,Mar 2018,3,5.09,NORMAL,-2.8,DECLINE,,INSUFFICIENT_DATA
WIPRO,Mar 2019,3,4.82,NORMAL,0.23,NORMAL,,INSUFFICIENT_DATA
ZOMATO,Mar 2021,3,62.35,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
ZOMATO,Mar 2022,3,47.25,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
ZOMATO,Mar 2023,3,39.55,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
ZOMATO,Mar 2023,5,72.31,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
ZOMATO,Mar 2024,3,82.47,NORMAL,,TURNAROUND,,TURNAROUND
ZOMATO,Mar 2024,5,55.96,NORMAL,,TURNAROUND,,TURNAROUND
ZYDUSLIFE,Mar 2019,3,11.78,NORMAL,-1.12,DECLINE,-1.79,DECLINE
ZYDUSLIFE,Mar 2020,3,14.98,NORMAL,-7.41,DECLINE,-9.82,DECLINE
ZYDUSLIFE,Mar 2020,5,10.5,NORMAL,0.27,NORMAL,,INSUFFICIENT_DATA
