company_id,year,horizon_years,revenue_cagr_value,revenue_cagr_flag
CHOLAFIN,Mar 2023,10,17.49,NORMAL
CHOLAFIN,Mar 2024,3,25.99,NORMAL
CHOLAFIN,Mar 2024,5,21.94,NORMAL
CHOLAFIN,Mar 2024,10,19.31,NORMAL
CIPLA,Mar 2016,3,18.54,NORMAL
CIPLA,Mar 2017,3,12.26,NORMAL
CIPLA,Mar 2018,3,10.14,NORMAL
CIPLA,Mar 2018,5,12.86,NORMAL
CIPLA,Mar 2019,3,5.87,NORMAL
CIPLA,Mar 2019,5,9.97,NORMAL
CIPLA,Mar 2020,3,5.98,NORMAL
CIPLA,Mar 2020,5,8.59,NORMAL
CIPLA,Mar 2021,3,8.13,NORMAL
CIPLA,Mar 2021,5,6.8,NORMAL
CIPLA,Mar 2022,3,9.98,NORMAL
CIPLA,Mar 2022,5,8.62,NORMAL
CIPLA,Mar 2023,3,9.92,NORMAL
CIPLA,Mar 2023,5,8.47,NORMAL
CIPLA,Mar 2023,10,10.64,NORMAL
CIPLA,Mar 2024,3,10.39,NORMAL
CIPLA,Mar 2024,5,9.51,NORMAL
CIPLA,Mar 2024,10,9.74,NORMAL
COALINDIA,Mar 2016,3,4.46,NORMAL
COALINDIA,Mar 2017,3,3.45,NORMAL
COALINDIA,Mar 2018,3,4.77,NORMAL
COALINDIA,Mar 2018,5,4.53,NORMAL
COALINDIA,Mar 2019,3,8.55,NORMAL
COALINDIA,Mar 2019,5,7.12,NORMAL
COALINDIA,Mar 2020,3,7.12,NORMAL
COALINDIA,Mar 2020,5,5.33,NORMAL
COALINDIA,Mar 2021,3,1.84,NORMAL
COALINDIA,Mar 2021,5,2.95,NORMAL
COALINDIA,Mar 2022,3,3.28,NORMAL
COALINDIA,Mar 2022,5,7.02,NORMAL
COALINDIA,Mar 2023,3,12.9,NORMAL
COALINDIA,Mar 2023,5,10.15,NORMAL
COALINDIA,Mar 2023,10,7.31,NORMAL
COALINDIA,Mar 2024,3,16.49,NORMAL
COALINDIA,Mar 2024,5,7.4,NORMAL
COALINDIA,Mar 2024,10,7.26,NORMAL
DABUR,Mar 2016,3,8.21,NORMAL
DABUR,Mar 2017,3,2.56,NORMAL
DABUR,Mar 2018,3,-0.31,DECLINE
DABUR,Mar 2018,5,4.69,NORMAL
DABUR,Mar 2019,3,3.05,NORMAL
DABUR,Mar 2019,5,3.82,NORMAL
DABUR,Mar 2020,3,4.48,NORMAL
DABUR,Mar 2020,5,2.19,NORMAL
DABUR,Mar 2021,3,7.38,NORMAL
DABUR,Mar 2021,5,4.21,NORMAL
DABUR,Mar 2022,3,8.54,NORMAL
DABUR,Mar 2022,5,7.42,NORMAL
DABUR,Mar 2023,3,9.91,NORMAL
DABUR,Mar 2023,5,8.35,NORMAL
DABUR,Mar 2023,10,6.5,NORMAL
DABUR,Mar 2024,3,9.06,NORMAL
DABUR,Mar 2024,5,7.81,NORMAL
DABUR,Mar 2024,10,5.8,NORMAL
DIVISLAB,Mar 2016,3,20.74,NORMAL
DIVISLAB,Mar 2017,3,17.08,NORMAL
DIVISLAB,Mar 2018,3,7.7,NORMAL
DIVISLAB,Mar 2018,5,12.65,NORMAL
DIVISLAB,Mar 2019,3,9.41,NORMAL
DIVISLAB,Mar 2019,5,14.33,NORMAL
DIVISLAB,Mar 2020,3,9.9,NORMAL
DIVISLAB,Mar 2020,5,11.61,NORMAL
DIVISLAB,Mar 2021,3,21.44,NORMAL
DIVISLAB,Mar 2021,5,13.04,NORMAL
DIVISLAB,Mar 2022,3,21.9,NORMAL
DIVISLAB,Mar 2022,5,17.13,NORMAL
DIVISLAB,Mar 2023,3,12.92,NORMAL
DIVISLAB,Mar 2023,5,14.83,NORMAL
DIVISLAB,Mar 2023,10,13.73,NORMAL
DIVISLAB,Mar 2024,3,4.03,NORMAL
DIVISLAB,Mar 2024,5,9.66,NORMAL
DIVISLAB,Mar 2024,10,11.97,NORMAL
DLF,Mar 2016,3,8.49,NORMAL
DLF,Mar 2017,3,-0.31,DECLINE
DLF,Mar 2018,3,-4.29,DECLINE
DLF,Mar 2018,5,-2.91,DECLINE
DLF,Mar 2019,3,-5.54,DECLINE
DLF,Mar 2019,5,0.16,NORMAL
DLF,Mar 2020,3,-9.55,DECLINE
DLF,Mar 2020,5,-4.48,DECLINE
DLF,Mar 2021,3,-6.89,DECLINE
DLF,Mar 2021,5,-11.42,DECLINE
DLF,Mar 2022,3,-11.92,DECLINE
DLF,Mar 2022,5,-7.01,DECLINE
DLF,Mar 2023,3,-2.17,DECLINE
DLF,Mar 2023,5,-3.22,DECLINE
DLF,Mar 2023,10,-3.06,DECLINE
DLF,Mar 2024,3,5.88,NORMAL
DLF,Mar 2024,5,-5.14,DECLINE
DLF,Mar 2024,10,-2.52,DECLINE
DMART,Mar 2016,3,36.96,NORMAL
DMART,Mar 2017,3,36.42,NORMAL
DMART,Mar 2018,3,32.66,NORMAL
DMART,Mar 2018,5,35.09,NORMAL
DMART,Mar 2019,3,32.58,NORMAL
DMART,Mar 2019,5,33.68,NORMAL
DMART,Mar 2020,3,27.86,NORMAL
DMART,Mar 2020,5,31.03,NORMAL
DMART,Mar 2021,3,17.11,NORMAL
DMART,Mar 2021,5,22.98,NORMAL
DMART,Mar 2022,3,15.69,NORMAL
DMART,Mar 2022,5,21.09,NORMAL
DMART,Mar 2023,3,19.87,NORMAL
DMART,Mar 2023,5,23.3,NORMAL
DMART,Mar 2023,10,29.06,NORMAL
DMART,Mar 2024,3,28.13,NORMAL
DMART,Mar 2024,5,20.48,NORMAL
DMART,Mar 2024,10,26.91,NORMAL
DRREDDY,Mar 2016,3,9.58,NORMAL
DRREDDY,Mar 2017,3,1.9,NORMAL
DRREDDY,Mar 2018,3,-1.67,DECLINE
DRREDDY,Mar 2018,5,3.83,NORMAL
DRREDDY,Mar 2019,3,-0.26,DECLINE
DRREDDY,Mar 2019,5,2.86,NORMAL
DRREDDY,Mar 2020,3,7.26,NORMAL
DRREDDY,Mar 2020,5,3.12,NORMAL
DRREDDY,Mar 2021,3,10.08,NORMAL
DRREDDY,Mar 2021,5,4.12,NORMAL
DRREDDY,Mar 2022,3,11.73,NORMAL
DRREDDY,Mar 2022,5,8.7,NORMAL
DRREDDY,Mar 2023,3,12.09,NORMAL
DRREDDY,Mar 2023,5,11.55,NORMAL
DRREDDY,Mar 2023,10,7.62,NORMAL
DRREDDY,Mar 2024,3,13.72,NORMAL
DRREDDY,Mar 2024,5,12.64,NORMAL
DRREDDY,Mar 2024,10,7.64,NORMAL
EICHERMOT,Mar 2016,3,-3.22,DECLINE
EICHERMOT,Mar 2017,3,-6.98,DECLINE
EICHERMOT,Mar 2017,5,1.94,NORMAL
EICHERMOT,Mar 2018,5,5.65,NORMAL
EICHERMOT,Mar 2019,3,16.64,NORMAL
EICHERMOT,Mar 2019,5,2.31,NORMAL
EICHERMOT,Mar 2020,3,9.18,NORMAL
EICHERMOT,Mar 2021,3,-0.92,DECLINE
EICHERMOT,Mar 2021,5,7.15,NORMAL
EICHERMOT,Mar 2022,3,1.68,NORMAL
EICHERMOT,Mar 2022,5,7.93,NORMAL
EICHERMOT,Mar 2022,10,4.89,NORMAL
EICHERMOT,Mar 2023,3,16.41,NORMAL
EICHERMOT,Mar 2023,5,10.01,NORMAL
EICHERMOT,Mar 2023,10,7.81,NORMAL
EICHERMOT,Mar 2024,3,23.78,NORMAL
EICHERMOT,Mar 2024,5,11.04,NORMAL
EICHERMOT,Mar 2024,10,6.59,NORMAL
GAIL,Mar 2016,3,0.7,NORMAL
GAIL,Mar 2017,3,-7.71,DECLINE
GAIL,Mar 2018,3,-3.45,DECLINE
GAIL,Mar 2018,5,1.35,NORMAL
GAIL,Mar 2019,3,13.54,NORMAL
GAIL,Mar 2019,5,4.29,NORMAL
GAIL,Mar 2020,3,14.31,NORMAL
GAIL,Mar 2020,5,3.67,NORMAL
GAIL,Mar 2021,3,1.73,NORMAL
GAIL,Mar 2021,5,1.96,NORMAL
GAIL,Mar 2022,3,6.78,NORMAL
GAIL,Mar 2022,5,13.83,NORMAL
GAIL,Mar 2023,3,26.17,NORMAL
GAIL,Mar 2023,5,21.73,NORMAL
GAIL,Mar 2023,10,11.07,NORMAL
GAIL,Mar 2024,3,32.42,NORMAL
GAIL,Mar 2024,5,11.83,NORMAL
GAIL,Mar 2024,10,7.99,NORMAL
GODREJCP,Mar 2016,3,9.52,NORMAL
GODREJCP,Mar 2017,3,6.84,NORMAL
GODREJCP,Mar 2018,3,5.98,NORMAL
GODREJCP,Mar 2018,5,8.96,NORMAL
GODREJCP,Mar 2019,3,6.98,NORMAL
GODREJCP,Mar 2019,5,6.3,NORMAL
GODREJCP,Mar 2020,3,2.26,NORMAL
GODREJCP,Mar 2020,5,3.68,NORMAL
GODREJCP,Mar 2021,3,3.85,NORMAL
GODREJCP,Mar 2021,5,5.54,NORMAL
GODREJCP,Mar 2022,3,5.98,NORMAL
GODREJCP,Mar 2022,5,5.78,NORMAL
GODREJCP,Mar 2023,3,10.34,NORMAL
GODREJCP,Mar 2023,5,6.22,NORMAL
GODREJCP,Mar 2023,10,7.58,NORMAL
GODREJCP,Mar 2024,3,8.52,NORMAL
GODREJCP,Mar 2024,5,6.45,NORMAL
GODREJCP,Mar 2024,10,6.37,NORMAL
GRASIM,Mar 2016,3,7.31,NORMAL
GRASIM,Mar 2017,3,8.38,NORMAL
GRASIM,Mar 2018,3,20.77,NORMAL
GRASIM,Mar 2018,5,14.9,NORMAL
GRASIM,Mar 2019,3,30.81,NORMAL
GRASIM,Mar 2019,5,22.2,NORMAL
GRASIM,Mar 2020,3,23.69,NORMAL
GRASIM,Mar 2020,5,16.55,NORMAL
GRASIM,Mar 2021,3,10.98,NORMAL
GRASIM,Mar 2021,5,17.24,NORMAL
GRASIM,Mar 2022,3,7.42,NORMAL
GRASIM,Mar 2022,5,21.55,NORMAL
GRASIM,Mar 2023,3,19.89,NORMAL
GRASIM,Mar 2023,5,16.05,NORMAL
GRASIM,Mar 2023,10,15.47,NORMAL
GRASIM,Mar 2024,3,19.68,NORMAL
GRASIM,Mar 2024,5,11.15,NORMAL
GRASIM,Mar 2024,10,16.54,NORMAL
HAL,Mar 2016,3,5.36,NORMAL
HAL,Mar 2017,3,5.85,NORMAL
HAL,Mar 2018,3,5.59,NORMAL
HAL,Mar 2018,5,5.27,NORMAL
HAL,Mar 2019,3,6.09,NORMAL
HAL,Mar 2019,5,5.74,NORMAL
HAL,Mar 2020,3,6.11,NORMAL
HAL,Mar 2020,5,6.39,NORMAL
HAL,Mar 2021,3,7.31,NORMAL
HAL,Mar 2021,5,6.43,NORMAL
HAL,Mar 2022,3,7.16,NORMAL
HAL,Mar 2022,5,6.52,NORMAL
HAL,Mar 2023,3,7.88,NORMAL
HAL,Mar 2023,5,7.77,NORMAL
HAL,Mar 2023,10,6.51,NORMAL
HAL,Mar 2024,3,9.91,NORMAL
HAL,Mar 2024,5,8.71,NORMAL
HAL,Mar 2024,10,7.22,NORMAL
HAVELLS,Mar 2016,3,2.1,NORMAL
HAVELLS,Mar 2017,3,-8.69,DECLINE
HAVELLS,Mar 2018,3,-1.41,DECLINE
HAVELLS,Mar 2018,5,2.61,NORMAL
HAVELLS,Mar 2019,3,9.87,NORMAL
HAVELLS,Mar 2019,5,4.58,NORMAL
HAVELLS,Mar 2020,3,15.48,NORMAL
HAVELLS,Mar 2020,5,2.2,NORMAL
HAVELLS,Mar 2021,3,8.81,NORMAL
HAVELLS,Mar 2021,5,6.61,NORMAL
HAVELLS,Mar 2022,3,11.43,NORMAL
HAVELLS,Mar 2022,5,17.85,NORMAL
HAVELLS,Mar 2023,3,21.45,NORMAL
HAVELLS,Mar 2023,5,15.82,NORMAL
HAVELLS,Mar 2023,10,9.01,NORMAL
HAVELLS,Mar 2024,3,21.14,NORMAL
HAVELLS,Mar 2024,5,13.04,NORMAL
HAVELLS,Mar 2024,10,8.73,NORMAL
HCLTECH,Mar 2016 9m,3,6.77,NORMAL
HCLTECH,Mar 2017,3,13.96,NORMAL
HCLTECH,Mar 2018,3,11.28,NORMAL
HCLTECH,Mar 2018,5,14.6,NORMAL
HCLTECH,Mar 2019,3,24.74,NORMAL
HCLTECH,Mar 2019,5,13.46,NORMAL
HCLTECH,Mar 2020,3,14.11,NORMAL
HCLTECH,Mar 2020,5,14.0,NORMAL
HCLTECH,Mar 2021,3,14.23,NORMAL
HCLTECH,Mar 2021,5,19.34,NORMAL
HCLTECH,Mar 2022,3,12.33,NORMAL
HCLTECH,Mar 2022,5,12.48,NORMAL
HCLTECH,Mar 2023,3,12.81,NORMAL
HCLTECH,Mar 2023,5,14.94,NORMAL
HCLTECH,Mar 2023,10,14.77,NORMAL
HCLTECH,Mar 2024,3,13.4,NORMAL
HCLTECH,Mar 2024,5,12.71,NORMAL
HCLTECH,Mar 2024,10,13.08,NORMAL
HDFCBANK,Mar 2016,3,20.77,NORMAL
HDFCBANK,Mar 2017,3,19.86,NORMAL
HDFCBANK,Mar 2018,3,18.96,NORMAL
HDFCBANK,Mar 2018,5,18.92,NORMAL
HDFCBANK,Mar 2019,3,18.52,NORMAL
HDFCBANK,Mar 2019,5,19.83,NORMAL
HDFCBANK,Mar 2020,3,18.59,NORMAL
HDFCBANK,Mar 2020,5,19.25,NORMAL
HDFCBANK,Mar 2021,3,14.66,NORMAL
HDFCBANK,Mar 2021,5,15.27,NORMAL
HDFCBANK,Mar 2022,3,8.93,NORMAL
HDFCBANK,Mar 2022,5,13.16,NORMAL
HDFCBANK,Mar 2023,3,11.8,NORMAL
HDFCBANK,Mar 2023,5,14.89,NORMAL
HDFCBANK,Mar 2023,10,16.89,NORMAL
HDFCBANK,Mar 2024,3,30.19,NORMAL
HDFCBANK,Mar 2024,5,21.95,NORMAL
HDFCBANK,Mar 2024,10,20.89,NORMAL
HDFCLIFE,Mar 2016,3,8.87,NORMAL
HDFCLIFE,Mar 2017,3,21.31,NORMAL
HDFCLIFE,Mar 2018,3,5.83,NORMAL
HDFCLIFE,Mar 2018,5,18.07,NORMAL
HDFCLIFE,Mar 2019,3,28.9,NORMAL
HDFCLIFE,Mar 2019,5,17.75,NORMAL
HDFCLIFE,Mar 2020,3,-1.4,DECLINE
HDFCLIFE,Mar 2020,5,1.54,NORMAL
HDFCLIFE,Mar 2021,3,30.4,NORMAL
HDFCLIFE,Mar 2021,5,31.57,NORMAL
HDFCLIFE,Mar 2022,3,19.99,NORMAL
HDFCLIFE,Mar 2022,5,16.98,NORMAL
HDFCLIFE,Mar 2023,3,33.69,NORMAL
HDFCLIFE,Mar 2023,5,16.83,NORMAL
HDFCLIFE,Mar 2023,10,17.45,NORMAL
HDFCLIFE,Mar 2024,3,12.37,NORMAL
HDFCLIFE,Mar 2024,5,21.17,NORMAL
HDFCLIFE,Mar 2024,10,19.45,NORMAL
HEROMOTOCO,Mar 2017,3,4.22,NORMAL
HEROMOTOCO,Mar 2018,3,5.63,NORMAL
HEROMOTOCO,Mar 2019,3,6.08,NORMAL
HEROMOTOCO,Mar 2019,5,6.09,NORMAL
HEROMOTOCO,Mar 2020,3,0.74,NORMAL
HEROMOTOCO,Mar 2020,5,1.22,NORMAL
HEROMOTOCO,Mar 2021,3,-1.56,DECLINE
HEROMOTOCO,Mar 2021,5,1.7,NORMAL
HEROMOTOCO,Mar 2022,3,-4.54,DECLINE
HEROMOTOCO,Mar 2022,5,0.65,NORMAL
HEROMOTOCO,Mar 2023,3,5.3,NORMAL
HEROMOTOCO,Mar 2023,5,1.03,NORMAL
HEROMOTOCO,Mar 2024,3,6.87,NORMAL
HEROMOTOCO,Mar 2024,5,2.15,NORMAL
HEROMOTOCO,Mar 2024,10,4.1,NORMAL
HINDALCO,Mar 2016,3,7.19,NORMAL
HINDALCO,Mar 2017,3,4.54,NORMAL
HINDALCO,Mar 2018,3,3.37,NORMAL
HINDALCO,Mar 2018,5,7.51,NORMAL
HINDALCO,Mar 2019,3,9.75,NORMAL
HINDALCO,Mar 2019,5,8.28,NORMAL
HINDALCO,Mar 2020,3,5.65,NORMAL
HINDALCO,Mar 2020,5,2.53,NORMAL
HINDALCO,Mar 2021,3,4.65,NORMAL
HINDALCO,Mar 2021,5,5.98,NORMAL
HINDALCO,Mar 2022,3,14.32,NORMAL
HINDALCO,Mar 2022,5,14.25,NORMAL
HINDALCO,Mar 2023,3,23.62,NORMAL
HINDALCO,Mar 2023,5,14.15,NORMAL
HINDALCO,Mar 2023,10,10.78,NORMAL
HINDALCO,Mar 2024,3,17.83,NORMAL
HINDALCO,Mar 2024,5,10.59,NORMAL
HINDALCO,Mar 2024,10,9.43,NORMAL
HINDUNILVR,Mar 2016,3,6.03,NORMAL
HINDUNILVR,Mar 2017,3,4.29,NORMAL
HINDUNILVR,Mar 2018,3,3.59,NORMAL
HINDUNILVR,Mar 2018,5,5.65,NORMAL
HINDUNILVR,Mar 2019,3,6.89,NORMAL
HINDUNILVR,Mar 2019,5,6.1,NORMAL
HINDUNILVR,Mar 2020,3,6.26,NORMAL
HINDUNILVR,Mar 2020,5,4.47,NORMAL
HINDUNILVR,Mar 2021,3,9.78,NORMAL
HINDUNILVR,Mar 2021,5,7.88,NORMAL
HINDUNILVR,Mar 2022,3,10.09,NORMAL
HINDUNILVR,Mar 2022,5,9.6,NORMAL
HINDUNILVR,Mar 2023,3,15.05,NORMAL
HINDUNILVR,Mar 2023,5,11.25,NORMAL
HINDUNILVR,Mar 2023,10,8.42,NORMAL
HINDUNILVR,Mar 2024,3,9.59,NORMAL
HINDUNILVR,Mar 2024,5,9.5,NORMAL
HINDUNILVR,Mar 2024,10,7.79,NORMAL
ICICIBANK,Mar 2016,3,9.72,NORMAL
ICICIBANK,Mar 2017,3,7.19,NORMAL
ICICIBANK,Mar 2018,3,4.19,NORMAL
ICICIBANK,Mar 2018,5,6.73,NORMAL
ICICIBANK,Mar 2019,3,6.68,NORMAL
ICICIBANK,Mar 2019,5,7.79,NORMAL
ICICIBANK,Mar 2020,3,11.66,NORMAL
ICICIBANK,Mar 2020,5,9.07,NORMAL
ICICIBANK,Mar 2021,3,12.78,NORMAL
ICICIBANK,Mar 2021,5,8.5,NORMAL
ICICIBANK,Mar 2022,3,9.85,NORMAL
ICICIBANK,Mar 2022,5,9.38,NORMAL
ICICIBANK,Mar 2023,3,12.59,NORMAL
ICICIBANK,Mar 2023,5,14.26,NORMAL
ICICIBANK,Mar 2023,10,10.43,NORMAL
ICICIBANK,Mar 2024,3,21.4,NORMAL
ICICIBANK,Mar 2024,5,17.25,NORMAL
ICICIBANK,Mar 2024,10,12.42,NORMAL
ICICIGI,Mar 2016,3,14.57,NORMAL
ICICIGI,Mar 2017,3,20.0,NORMAL
ICICIGI,Mar 2018,3,17.75,NORMAL
ICICIGI,Mar 2018,5,11.49,NORMAL
ICICIGI,Mar 2019,3,22.77,NORMAL
ICICIGI,Mar 2019,5,20.73,NORMAL
ICICIGI,Mar 2020,3,15.27,NORMAL
ICICIGI,Mar 2020,5,22.16,NORMAL
ICICIGI,Mar 2021,3,20.72,NORMAL
ICICIGI,Mar 2021,5,15.05,NORMAL
ICICIGI,Mar 2022,3,12.81,NORMAL
ICICIGI,Mar 2022,5,16.34,NORMAL
ICICIGI,Mar 2023,3,15.78,NORMAL
ICICIGI,Mar 2023,5,20.93,NORMAL
ICICIGI,Mar 2023,10,16.12,NORMAL
ICICIGI,Mar 2024,3,18.99,NORMAL
ICICIGI,Mar 2024,5,12.91,NORMAL
ICICIGI,Mar 2024,10,16.76,NORMAL
ICICIPRULI,Mar 2016,3,1.35,NORMAL
ICICIPRULI,Mar 2017,3,19.99,NORMAL
ICICIPRULI,Mar 2018,3,4.07,NORMAL
ICICIPRULI,Mar 2018,5,14.16,NORMAL
ICICIPRULI,Mar 2019,3,25.75,NORMAL
ICICIPRULI,Mar 2019,5,13.63,NORMAL
ICICIPRULI,Mar 2020,3,-17.77,DECLINE
ICICIPRULI,Mar 2020,5,-9.41,DECLINE
ICICIPRULI,Mar 2021,3,28.91,NORMAL
ICICIPRULI,Mar 2021,5,31.88,NORMAL
ICICIPRULI,Mar 2022,3,15.31,NORMAL
ICICIPRULI,Mar 2022,5,10.94,NORMAL
ICICIPRULI,Mar 2023,3,33.9,NORMAL
ICICIPRULI,Mar 2023,5,5.39,NORMAL
ICICIPRULI,Mar 2023,10,9.69,NORMAL
ICICIPRULI,Mar 2024,3,2.78,NORMAL
ICICIPRULI,Mar 2024,5,16.85,NORMAL
ICICIPRULI,Mar 2024,10,15.23,NORMAL
INDIGO,Mar 2016,3,20.59,NORMAL
INDIGO,Mar 2017,3,18.67,NORMAL
INDIGO,Mar 2018,3,18.24,NORMAL
INDIGO,Mar 2018,5,20.13,NORMAL
INDIGO,Mar 2019,3,20.86,NORMAL
INDIGO,Mar 2019,5,20.72,NORMAL
INDIGO,Mar 2020,3,24.38,NORMAL
INDIGO,Mar 2020,5,20.76,NORMAL
INDIGO,Mar 2021,3,-14.0,DECLINE
INDIGO,Mar 2021,5,-1.93,DECLINE
INDIGO,Mar 2022,3,-3.1,DECLINE
INDIGO,Mar 2022,5,6.89,NORMAL
INDIGO,Mar 2023,3,15.05,NORMAL
INDIGO,Mar 2023,5,18.79,NORMAL
INDIGO,Mar 2023,10,19.45,NORMAL
INDIGO,Mar 2024,3,67.58,NORMAL
INDIGO,Mar 2024,5,19.31,NORMAL
INDIGO,Mar 2024,10,20.01,NORMAL
INDUSINDBK,Mar 2016,3,19.35,NORMAL
INDUSINDBK,Mar 2017,3,20.4,NORMAL
INDUSINDBK,Mar 2018,3,21.26,NORMAL
INDUSINDBK,Mar 2018,5,19.87,NORMAL
INDUSINDBK,Mar 2019,3,23.31,NORMAL
INDUSINDBK,Mar 2019,5,21.95,NORMAL
INDUSINDBK,Mar 2020,3,25.95,NORMAL
INDUSINDBK,Mar 2020,5,24.32,NORMAL
INDUSINDBK,Mar 2021,3,18.83,NORMAL
INDUSINDBK,Mar 2021,5,19.56,NORMAL
INDUSINDBK,Mar 2022,3,11.46,NORMAL
INDUSINDBK,Mar 2022,5,16.43,NORMAL
INDUSINDBK,Mar 2023,3,8.11,NORMAL
INDUSINDBK,Mar 2023,5,16.05,NORMAL
INDUSINDBK,Mar 2023,10,17.94,NORMAL
INDUSINDBK,Mar 2024,3,16.41,NORMAL
INDUSINDBK,Mar 2024,5,15.5,NORMAL
INDUSINDBK,Mar 2024,10,18.68,NORMAL
